hgnc_symbol	entrezgene_id	ensembl_gene_id	DE_Prior_Rank	N	g2p_rank	gini	gini_norm	gini_norm_rank
TNFSF8	944	ENSG00000106952	0.894012100980597	44	0.503003003003003	0.6090700106443568	0.6259886220511445	0.6681027938905348
CD33	945	ENSG00000105383	0.597172960567494	136	0.8413413413413413	0.5643484416674597	0.5800247872693335	0.6188939788098704
SIGLEC6	946	ENSG00000105492	0.382954308366368	24	0.2892892892892893	0.6796794468265359	0.6985594314606063	0.7359644650719468
CD34	947	ENSG00000174059	0.776783851450031	361	0.9591814036258481	0.4645976503143808	0.4775031406008914	0.46572852222730454
CD36	948	ENSG00000135218	0.996348842061339	527	0.9763753967490624	0.8202892665906251	0.8430750795514756	0.845369670166243
SCARB1	949	ENSG00000073060	0.749321927811392	373	0.9610778443113773	0.8013272574716729	0.823586347956997	0.8337715454470482
SCARB2	950	ENSG00000138760	0.807244940538285	127	0.8278278278278278	0.346543044180835	0.3561692398525248	0.1848108366648158
CD37	951	ENSG00000104894	0.798038806592948	42	0.4874874874874875	0.7035118382287415	0.7230538337350954	0.7564975574461542
CD38	952	ENSG00000004468	0.921134988524932	295	0.9459459459459459	0.5509801428403951	0.5662851468081838	0.6015808586128225
ENTPD1	953	ENSG00000138185	0.89195180471521	163	0.8739930406597072	0.3860569363222469	0.396780740108976	0.280514758684353
ENTPD2	954	ENSG00000054179	0.443928645941999	23	0.27627627627627627	0.4002668346832068	0.4113853578688514	0.31572025944009846
ENTPD6	955	ENSG00000197586	0.147298143125391	32	0.38888888888888884	0.452590332855533	0.4651622865459644	0.4405962611174138
ENTPD3	956	ENSG00000168032	0.72266847485917	20	0.23223223223223222	0.5979454048383044	0.6145549994171461	0.6552390139882178
ENTPD5	957	ENSG00000187097	0.728745044857083	35	0.4219219219219219	0.679477418535915	0.6983517912730237	0.7358215422263275
CD40	958	ENSG00000101017	0.810061548090966	611	0.9808190608190607	0.3680156812557711	0.3782383390684314	0.23374530772672172
CD40LG	959	ENSG00000102245	0.695519507615272	542	0.9771558695861485	0.7384999085365357	0.7590137948847727	0.7862637919114915
CD44	960	ENSG00000026508	0.988498852493219	1410	0.9953649794152616	0.5879468618507212	0.6042787191243523	0.6439268854704551
CD47	961	ENSG00000196776	0.872965783434175	274	0.9403403403403403	0.4589157076102158	0.471663366154944	0.45434161975272475
CD48	962	ENSG00000117091	0.916544961402045	74	0.6896896896896897	0.7376777762733177	0.758168825614243	0.7856819880765161
CD53	963	ENSG00000143119	0.869184226997705	49	0.5445445445445445	0.638803227413575	0.6565477615083964	0.6986948466665691
CD58	965	ENSG00000116815	0.790580012518256	101	0.7757757757757757	0.3831935742910168	0.393837840243545	0.2736886797123996
CD59	966	ENSG00000085063	0.895055288963071	260	0.9352686019352686	0.3649843844924825	0.3751228396172736	0.22568394695368726
CD63	967	ENSG00000135404	0.453160859586898	235	0.9259259259259259	0.2850777360991517	0.2929965621019059	0.08770762302075368
CD68	968	ENSG00000129226	0.599728771124557	99	0.7692692692692693	0.55029719050475	0.5655832235743263	0.6008234090382361
CD69	969	ENSG00000110848	0.995879407469226	96	0.7607607607607607	0.5768680340523009	0.5928921461093092	0.6331610487663587
CD70	970	ENSG00000125726	0.719695389109117	114	0.8053053053053053	0.6891890070463802	0.7083331461310018	0.7440274953719872
CD72	971	ENSG00000137101	0.918735656165241	39	0.4624624624624625	0.7382419245463532	0.7587486446726407	0.7860653093314999
CD74	972	ENSG00000019582	0.936730648862925	199	0.9039039039039038	0.491619755805702	0.5052758601336381	0.5136543453084871
CD79A	973	ENSG00000105369	0.86532443146255	82	0.7202202202202201	0.8945127194132837	0.9193602949525416	0.8936294979516721
CD79B	974	ENSG00000007312	0.892447319006885	88	0.7402402402402403	0.8108805033361615	0.8334049617621658	0.8391297038611223
CD81	975	ENSG00000110651	0.717217817650741	314	0.9503891243021678	0.2641075288201214	0.2714438490651247	0.061685723174658286
ADGRE5	976	ENSG00000123146	0.740454829960359	96	0.7607607607607607	0.5384797051056794	0.5534374746919483	0.5841261729039333
CD151	977	ENSG00000177697	0.49916544961402	171	0.8808808808808809	0.3982049281869076	0.4092661761920994	0.3098109757923953
CDA	978	ENSG00000158825	0.899254120592531	103	0.7807807807807807	0.6651742483851943	0.6836513108403386	0.7215715980427116
CDK1	983	ENSG00000170312	0.984560817859378	1082	0.9928087301676939	0.5901843037441392	0.6065783121814764	0.646487106258406
LRBA	987	ENSG00000198589	0.51387440016691	101	0.7757757757757757	0.432797102951918	0.4448192447005823	0.3973562012250105
CDC5L	988	ENSG00000096401	0.481744210306697	213	0.9127349571794012	0.3279521015530453	0.337061882151741	0.15177012376329804
SEPTIN7	989	ENSG00000122545	0.270394325057375	144	0.8513513513513513	0.4930437873154816	0.506739448074245	0.516546019531113
CDC6	990	ENSG00000094804	0.927107239724598	171	0.8808808808808809	0.5878751078989831	0.6042049720072882	0.6438289820951286
CDC20	991	ENSG00000117399	0.98346547047778	381	0.962464147649333	0.7527180096556092	0.7736268432571538	0.7974595394653587
CDC25A	993	ENSG00000164045	0.872105153348633	220	0.9174174174174174	0.6149599503349666	0.6320421711776045	0.6747390030184981
CDC25B	994	ENSG00000101224	0.748330899228041	150	0.8588588588588588	0.3519481809786238	0.3617245193391411	0.19511428561972227
CDC25C	995	ENSG00000158402	0.764265595660338	234	0.9254254254254255	0.8139903345045687	0.8366011771296955	0.8421827486290987
CDC27	996	ENSG00000004897	0.703265178385145	279	0.9414414414414414	0.4007709513891321	0.411903477816608	0.3169692141085598
CDC34	997	ENSG00000099804	0.343834759023576	203	0.9063649014868528	0.471366468877452	0.4844599819018256	0.4784084296368588
CDC42	998	ENSG00000070831	0.824953056540789	753	0.9852930046982467	0.2176054427369112	0.2236500383684921	0.025002130751651676
CDH1	999	ENSG00000039068	0.961871479240559	2161	0.9976481696064546	0.6724934488942699	0.6911738224746662	0.7302054344535873
CDH2	1000	ENSG00000170558	0.923012726893386	389	0.9635349635349636	0.6593183270215109	0.6776327249943306	0.7164023598188135
CDH3	1001	ENSG00000062038	0.965261840183601	144	0.8513513513513513	0.6358231839263233	0.6534849390353877	0.6959698170967885
CDH4	1002	ENSG00000179242	0.738524932192781	56	0.5920920920920921	0.7025328721729871	0.7220476741777923	0.7556316653993417
CDH5	1003	ENSG00000179776	0.92502086375965	271	0.938938938938939	0.4643232629266853	0.4772211313413154	0.4653768900805745
CDH6	1004	ENSG00000113361	0.900662424368871	31	0.3773773773773774	0.469674671379071	0.4827211900284896	0.475246923434494
CDH7	1005	ENSG00000081138	0.332203213018986	16	0.1691691691691692	0.8445402905566145	0.867999743072076	0.8620495325662811
CDH8	1006	ENSG00000150394	0.704543083663676	24	0.2892892892892893	0.7313844031878635	0.7517006366097485	0.7811779056444943
CDH9	1007	ENSG00000113100	0.0139265595660338	20	0.23223223223223222	0.8103711031865435	0.8328814116083918	0.8387764259111309
CDH10	1008	ENSG00000040731	0.825787606926768	27	0.32832832832832837	0.7896323905062647	0.811566623575883	0.8268961468495001
CDH11	1009	ENSG00000140937	0.981170456916336	94	0.7552552552552552	0.4889721075921874	0.5025546661364148	0.5083269801116541
CDH12	1010	ENSG00000154162	0.616080742749843	28	0.3408408408408409	0.8052776013593279	0.8276464236193092	0.8358226612970177
CDH13	1012	ENSG00000140945	0.826022324222825	225	0.91991991991992	0.6164493755015479	0.6335729692654797	0.6760715562183937
CDH15	1013	ENSG00000129910	0.434644272897976	27	0.32832832832832837	0.9237997875595194	0.949460892769506	0.9131500151994898
CDH16	1014	ENSG00000166589	0.767082203213019	25	0.3028028028028028	0.9679109753246108	0.99479739130585	0.9623739642736261
CDH17	1015	ENSG00000079112	0.796630502816608	69	0.6661661661661662	0.9446713733577058	0.9709122448398642	0.9309168483814475
CDH18	1016	ENSG00000145526	0.769559774671396	17	0.1856856856856857	0.8229793053247939	0.8458398415838159	0.8471887566329872
CDK2	1017	ENSG00000123374	0.699379303150428	882	0.9895874541207876	0.3945808749725104	0.4055414548328578	0.30052303233403055
CDK4	1019	ENSG00000135446	0.604553515543501	672	0.9828933753952885	0.3127270440094953	0.3214139063430924	0.12590931383366658
CDK5	1020	ENSG00000164885	0.565538284998957	433	0.9684887459807073	0.5841649076578189	0.6003917106483139	0.6400305749291816
CDK6	1021	ENSG00000105810	0.95600354683914	445	0.9694297596889898	0.2775296936953088	0.2852388518535118	0.07849636656713732
CDK7	1022	ENSG00000134058	0.430888796161068	219	0.9169169169169169	0.5056814104454367	0.5197281162911432	0.5359958091196453
CDK8	1024	ENSG00000132964	0.441085958689756	165	0.8763763763763763	0.5350923655303147	0.5499560423506011	0.5787497794573522
CDK9	1025	ENSG00000136807	0.260014604631755	523	0.9761776901456618	0.200990990427607	0.2065740734950406	0.016013313217816277
CDKN1A	1026	ENSG00000124762	0.930419361568955	1814	0.9965436981357088	0.4014510749657329	0.4126024937147811	0.31930613975064254
CDKN1B	1027	ENSG00000111276	0.708402879198832	1089	0.9928899856814608	0.3382735311396508	0.3476700181157522	0.17060398379101432
CDKN1C	1028	ENSG00000129757	0.957490089714166	243	0.929129129129129	0.4740668642034449	0.4872353882090961	0.482403353602672
CDKN2A	1029	ENSG00000147889	0.962366993532235	2612	0.9987734514008549	0.5809859730919469	0.597124472344501	0.6365966117042037
CDKN2B	1030	ENSG00000147883	0.970895055288963	468	0.9714011957162642	0.6353448662164092	0.6529933347224205	0.6954852254130683
CDKN2C	1031	ENSG00000123080	0.861907990819946	110	0.7972972972972974	0.4391210254534191	0.451318831716014	0.4132453035521011
CDKN2D	1032	ENSG00000129355	0.691711871479241	78	0.7047047047047047	0.6246290231309334	0.6419798293290148	0.6849037354216571
CDKN3	1033	ENSG00000100526	0.962132276236178	63	0.6336336336336337	0.822030758661618	0.8448649464022184	0.8465827756968176
CDO1	1036	ENSG00000129596	0.936678489463801	57	0.5995995995995995	0.601724599533305	0.6184391717425635	0.6597875732844168
CDR2	1039	ENSG00000140743	0.580195076152723	46	0.521021021021021	0.4113136933442636	0.4227390737149376	0.3452666482974374
CDS1	1040	ENSG00000163624	0.865950344252034	25	0.3028028028028028	0.41900609662577	0.4306451548653747	0.36304374442044673
CDSN	1041	ENSG00000204539	0.835411016065095	101	0.7757757757757757	0.9698779945308824	0.996819049934518	0.9688355571413897
CD52	1043	ENSG00000169442	0.967035259753808	44	0.503003003003003	0.771607637551067	0.7930411830385965	0.8134533905270772
CDX1	1044	ENSG00000113722	0.311078656373879	56	0.5920920920920921	0.930126058814662	0.9559628937817358	0.9178942192252527
CDX2	1045	ENSG00000165556	0.196458376799499	380	0.9622770919067216	0.9421351181460412	0.968305538094542	0.9279569615646167
CDX4	1046	ENSG00000131264	0.0454047569372001	26	0.3153153153153153	0.9729657730262528	0.9999926000547597	0.9897054335109856
CLGN	1047	ENSG00000153132	0.942598581264344	60	0.6176176176176176	0.7682817782358939	0.7896229387424465	0.8108394368377467
CEACAM5	1048	ENSG00000105388	0.968521802628834	289	0.9443894992797188	0.8970664398916252	0.9219849521108368	0.8947901715537647
CEBPA	1050	ENSG00000245848	0.799394950970165	524	0.9762271167965119	0.677776416176967	0.6966035388485494	0.7347510091680443
CEBPB	1051	ENSG00000172216	0.914302107239725	499	0.9742242242242243	0.4558261854351931	0.468488023919504	0.4478854567135608
CEBPD	1052	ENSG00000221869	0.965965992071771	113	0.8033033033033032	0.3886387731137771	0.3994342945891597	0.28681953292394546
CEBPE	1053	ENSG00000092067	0.075083455038598	87	0.7367367367367368	0.8928922810963298	0.9176948444601166	0.8929051822671759
CEBPG	1054	ENSG00000153879	0.632902148967244	50	0.5515515515515516	0.3101749636426591	0.3187909348549552	0.1221183476058062
CEL	1056	ENSG00000170835	0.90694763196328	93	0.7532532532532532	0.9708288317613004	0.9977962993102254	0.9725295458347127
CENPA	1058	ENSG00000115163	0.963123304819528	171	0.8808808808808809	0.7519364728178635	0.772823597062804	0.7967810136898165
CENPB	1059	ENSG00000125817	0.433783642812435	98	0.7662662662662663	0.3391650324797493	0.3485862833819645	0.1725081642335875
CENPC	1060	ENSG00000145241	0.364437721677446	79	0.7087087087087087	0.3800458194759448	0.390602647794721	0.26618595104890963
CENPE	1062	ENSG00000138778	0.935478823283956	113	0.8033033033033032	0.5634094030545794	0.5790596642505399	0.6174534434134862
CENPF	1063	ENSG00000117724	0.967035259753808	137	0.8428428428428428	0.6871528482838302	0.7062404274028253	0.7425580077265355
CETN1	1068	ENSG00000177143	0.272480701022324	33	0.4019019019019019	0.9729330541149824	0.9999589722848432	0.9868903776502701
CETN2	1069	ENSG00000147400	0.652853119132068	110	0.7972972972972974	0.3995528487638553	0.4106515390072957	0.3133069555290867
CETN3	1070	ENSG00000153140	0.624348007510953	51	0.5585585585585586	0.5967042402089952	0.6132793579925783	0.6535797663195577
CETP	1071	ENSG00000087237	0.790814729814313	689	0.9834220285391048	0.7282025429943076	0.7484303914108161	0.7789786314230209
CFL1	1072	ENSG00000172757	0.634049655747966	416	0.9664664664664664	0.2889099015456505	0.2969351765885852	0.09407643313790105
CFL2	1073	ENSG00000165410	0.893829543083664	100	0.7722722722722722	0.5742202993871648	0.5901708632590305	0.6309801559236149
CTSC	1075	ENSG00000109861	0.922699770498644	122	0.8193193193193193	0.4568859955531679	0.4695772732074225	0.4509706910223571
CFTR	1080	ENSG00000001626	0.857865637387857	1876	0.9966876244454381	0.9055665356029192	0.9307211615918892	0.9003559967267334
CGA	1081	ENSG00000135346	0.615637387857292	183	0.8918650793650797	0.9697393836001672	0.9966765887001716	0.9682822173763883
CEACAM3	1084	ENSG00000170956	0.386370749008971	45	0.512012012012012	0.8267087621186286	0.8496728943997016	0.8499000737832351
CEACAM7	1087	ENSG00000007306	0.940433966200709	36	0.4329329329329329	0.9336938026979392	0.9596297416617708	0.9206464066054932
CEACAM8	1088	ENSG00000124469	0.984952013352806	35	0.4219219219219219	0.9459455292794628	0.97222179398167	0.9326289706740054
CEACAM4	1089	ENSG00000105352	0.0334341748383059	6	0.023023023023023025	0.7711964539130791	0.7926185776328868	0.8128787505030244
CHAD	1101	ENSG00000136457	0.614985395368245	15	0.15265265265265265	0.6021461119979453	0.6188723928867771	0.6606426538852143
RCBTB2	1102	ENSG00000136161	0.852623617775923	24	0.2892892892892893	0.3299731285249579	0.3391390487617622	0.15619499022677852
CHAT	1103	ENSG00000070748	0.181827665345295	105	0.7852852852852852	0.8847207880955549	0.9092963655426536	0.8881308684518909
RCC1	1104	ENSG00000180198	0.383319424160234	155	0.8658658658658659	0.5200647593144132	0.5345110026287024	0.5590120746067405
CHD1	1105	ENSG00000153922	0.54428332985604	121	0.8182083182083177	0.430454395905629	0.4424114624585631	0.3920987968856271
CHD2	1106	ENSG00000173575	0.536068224494054	78	0.7047047047047047	0.4129522125686102	0.4244231073621827	0.34840373299130856
CHD3	1107	ENSG00000170004	0.378729397037346	161	0.8713713713713713	0.3077194496886447	0.3162672121799958	0.11911893095562015
CHD4	1108	ENSG00000111642	0.203812852075944	299	0.9469469469469469	0.317135248902804	0.3259445613723263	0.13260406125042065
AKR1C4	1109	ENSG00000198610	0.53572918839975	45	0.512012012012012	0.9726093691543688	0.9996262960753236	0.9829948117967282
CHEK1	1111	ENSG00000149554	0.851971625286877	579	0.9791731957337052	0.3922232464133128	0.4031183365914604	0.2941303344530743
FOXN3	1112	ENSG00000053254	0.693041936156895	48	0.5375375375375375	0.4417279713739643	0.4539981928010189	0.4183436819932745
CHGA	1113	ENSG00000100604	0.952039432505738	272	0.93993993993994	0.7806173121944117	0.8023011264220341	0.819757198137513
CHGB	1114	ENSG00000089199	0.975511162111412	79	0.7087087087087087	0.8474996808958681	0.8710413386985311	0.8639963969249228
CHI3L1	1116	ENSG00000133048	0.996296682662216	543	0.9772191086932124	0.586209114172008	0.602492700676786	0.6419945910829387
CHI3L2	1117	ENSG00000064886	0.97266847485917	33	0.4019019019019019	0.6498752059041406	0.6679272949570333	0.7085077537675278
CHIT1	1118	ENSG00000133063	0.717609013144169	148	0.8573573573573574	0.8120186666841032	0.8345747407586616	0.8401912527855163
CHKA	1119	ENSG00000110721	0.580794909242646	70	0.6711711711711712	0.3620381148441466	0.3720947291453729	0.21854847021490803
CHM	1121	ENSG00000188419	0.562304402253286	109	0.7952952952952952	0.3256409155614814	0.3346864965493003	0.14817107289608666
CHN1	1123	ENSG00000128656	0.934383475902358	62	0.6286286286286287	0.7782513583898117	0.7998694516784175	0.8184260052890212
CHN2	1124	ENSG00000106069	0.916649280200292	56	0.5920920920920921	0.6303020925392903	0.6478104839987149	0.6908030736973685
CHRM1	1128	ENSG00000168539	0.699874817442103	125	0.8253253253253253	0.7939956510295826	0.8160510857804042	0.8296541402983663
CHRM2	1129	ENSG00000181072	0.149201961193407	157	0.8678678678678678	0.8152919238139082	0.8379389216976278	0.842723386026621
LYST	1130	ENSG00000143669	0.750469434592113	57	0.5995995995995995	0.5345167457819333	0.5493644331647647	0.5779295811507551
CHRM3	1131	ENSG00000133019	0.802576674316712	186	0.8938938938938938	0.5775202021221233	0.5935624299588489	0.6335589800949539
CHRM4	1132	ENSG00000180720	0.0334341748383059	50	0.5515515515515516	0.7584505104087657	0.7795185801423424	0.802853965707418
CHRM5	1133	ENSG00000184984	0.133997496348842	37	0.44394394394394393	0.7517637002969167	0.7726460253051644	0.79654982598137
CHRNA1	1134	ENSG00000138435	0.804011057792614	72	0.6816816816816818	0.9517769553382612	0.9782152040976572	0.939343326771362
CHRNA2	1135	ENSG00000120903	0.118871270602963	49	0.5445445445445445	0.8712044383818089	0.8954045616701924	0.8797102467295514
CHRNA3	1136	ENSG00000080644	0.758710619653662	226	0.9204204204204205	0.8526261761032716	0.8763102365505846	0.8678101692705145
CHRNA4	1137	ENSG00000101204	0.22225119966618	209	0.9099099099099099	0.8095435875999373	0.8320309094777132	0.83843124047654
CHRNA5	1138	ENSG00000169684	0.665606092217818	259	0.934934934934935	0.4015142970161875	0.4126674719333038	0.31952658678917284
CHRNB1	1140	ENSG00000170175	0.397272063425829	35	0.4219219219219219	0.6088294643132804	0.6257413938775381	0.6679056879918498
CHRNB2	1141	ENSG00000160716	0.230492384727728	125	0.8253253253253253	0.7290568297050913	0.7493084083080105	0.7794266512879133
CHRNB3	1142	ENSG00000147432	0.0334341748383059	65	0.6461461461461462	0.904278930755108	0.9293977899427498	0.8994342622476951
CHRNB4	1143	ENSG00000117971	0.290762570415189	134	0.8388388388388388	0.848484610652041	0.8720536276145976	0.8647578757444144
CHRND	1144	ENSG00000135902	0.246870436052577	39	0.4624624624624625	0.9639227726516816	0.9906984052253393	0.956443023704555
CHRNE	1145	ENSG00000108556	0.0618871270602963	53	0.5720720720720721	0.8181059848541967	0.8408311511001465	0.844250445201077
CHRNG	1146	ENSG00000196811	0.128025245149176	36	0.4329329329329329	0.97230962269177	0.9993182233220969	0.9806178176629353
CHUK	1147	ENSG00000213341	0.405930523680367	535	0.9767708099558634	0.240935027492025	0.2476276671445813	0.041311622050457054
CIDEA	1149	ENSG00000176194	0.741524097642395	37	0.44394394394394393	0.8920807484724483	0.9168607692633496	0.8925105692391865
CKB	1152	ENSG00000166165	0.863968287085333	198	0.9029029029029029	0.5294643452797243	0.5441716882041611	0.5723081863306096
CIRBP	1153	ENSG00000099622	0.886814103901523	148	0.8573573573573574	0.3575374134871739	0.367469008306262	0.20746115865182282
CISH	1154	ENSG00000114737	0.878651157938661	79	0.7087087087087087	0.5555502733544606	0.5709822253920844	0.6067962813495099
TBCB	1155	ENSG00000105254	0.268281869392865	60	0.6176176176176176	0.541071689382589	0.5561014585321052	0.5876875231865641
CKM	1158	ENSG00000104879	0.587523471729606	130	0.8323323323323324	0.9637512965426758	0.9905221658910832	0.9562105178244719
CKMT2	1160	ENSG00000131730	0.667379511788024	39	0.4624624624624625	0.8888407711477172	0.913530792568487	0.8904583858329324
ERCC8	1161	ENSG00000049167	0.311913206759858	99	0.7692692692692693	0.2173574571996493	0.223395164344084	0.024897237591685464
CKS1B	1163	ENSG00000173207	0.691633632380555	116	0.8098098098098099	0.3225989447655592	0.3315600265646025	0.14191456291956508
CKS2	1164	ENSG00000123975	0.957985604005842	66	0.6506506506506506	0.6207911909673659	0.6380353907164593	0.6806876470709919
AP2M1	1173	ENSG00000161203	0.635875234717296	253	0.9329329329329329	0.2997235170513849	0.3080491703028122	0.10883712978093754
AP1S1	1174	ENSG00000106367	0.615115793866055	74	0.6896896896896897	0.4825983861211813	0.4960038968467696	0.4973464422479123
AP2S1	1175	ENSG00000042753	0.359821614854997	103	0.7807807807807807	0.2504011924060494	0.2573567810839952	0.05002463811430694
AP3S1	1176	ENSG00000177879	0.384962445232631	73	0.6851851851851851	0.2361615424505292	0.2427215852963772	0.03697646953799743
CLC	1178	ENSG00000105205	0.93203630294179	43	0.494994994994995	0.8025904721949986	0.8248846519781929	0.8345537733073073
CLCA1	1179	ENSG00000016490	0.70866367619445	52	0.5655655655655656	0.9583879653796056	0.9850098533068168	0.9486181729189186
CLCN1	1180	ENSG00000188037	0.315538284998957	136	0.8413413413413413	0.948290596296455	0.974632001749134	0.9352412914565331
CLCN2	1181	ENSG00000114859	0.0597225119966618	62	0.6286286286286287	0.4009266239731723	0.4120634746390937	0.3173863844082424
CLCN3	1182	ENSG00000109572	0.510953473815982	88	0.7402402402402403	0.4919197819801334	0.5055842203684704	0.5140930795075735
CLCN4	1183	ENSG00000073464	0.797543292301273	31	0.3773773773773774	0.6755792105555111	0.6943452997376085	0.7331646094787818
CLCN5	1184	ENSG00000171365	0.619210306697267	107	0.7897897897897898	0.5371812209726259	0.5521029215551988	0.581896084520365
CLCN6	1185	ENSG00000011021	0.328343417483831	37	0.44394394394394393	0.3257164404877811	0.3347641193902194	0.14828886454754578
CLCN7	1186	ENSG00000103249	0.431201752555811	104	0.7832832832832832	0.2619599976231192	0.2692366642237614	0.059662110198271875
CLCNKB	1188	ENSG00000184908	0.436052576674317	61	0.6231231231231231	0.9146340110830528	0.9400405113909154	0.9062777521246277
CLU	1191	ENSG00000120885	0.991132902148967	619	0.9811647157217224	0.4969447903565409	0.5107488123108892	0.5224605914322051
CLIC1	1192	ENSG00000213719	0.563530148132694	191	0.8978978978978979	0.3818465092725155	0.3924533567523076	0.2704672300931324
CLIC2	1193	ENSG00000155962	0.92559461715001	35	0.4219219219219219	0.4668106293320273	0.4797775912579169	0.4699081149536449
CLK1	1195	ENSG00000013441	0.808001251825579	66	0.6506506506506506	0.2511334133680344	0.2581093415171465	0.05099554213401436
CLK3	1198	ENSG00000179335	0.215131441685792	69	0.6661661661661662	0.3330544134664359	0.3423059249516146	0.16119708855395712
TPP1	1200	ENSG00000166340	0.68847798873357	144	0.8513513513513513	0.2939474959288587	0.3021127041491047	0.10110140780138152
CLN3	1201	ENSG00000188603	0.147689338618819	124	0.8233233233233233	0.3227499319850179	0.3317152078734905	0.1420628628649656
CLN5	1203	ENSG00000102805	0.570050073023159	56	0.5920920920920921	0.4375968251350115	0.4497522924998729	0.4094885384964921
CLNS1A	1207	ENSG00000074201	0.246296682662216	118	0.8143143143143143	0.3731555620876435	0.3835209943678558	0.2468124808178116
CLPS	1208	ENSG00000137392	0.454282286668058	27	0.32832832832832837	0.97170109231661	0.9986927893254048	0.9760291148960718
CLPTM1	1209	ENSG00000104853	0.624739203004381	77	0.7012012012012012	0.3444500952657154	0.3540181534675408	0.18113343147704844
CLTA	1211	ENSG00000122705	0.154652618401836	119	0.8163163163163163	0.2257194894232269	0.2319894752405387	0.029916115515154818
CLTB	1212	ENSG00000175416	0.525140830377634	78	0.7047047047047047	0.4231303932747511	0.4348840153101608	0.37334757400785173
CLTC	1213	ENSG00000141367	0.0912789484665137	445	0.9694297596889898	0.3808021565947357	0.3913799942779228	0.2678710562453696
CMA1	1215	ENSG00000092009	0.652018568746088	130	0.8323323323323324	0.7216151691335271	0.7416600349427916	0.7728214281158592
CCR1	1230	ENSG00000163823	0.889735030252451	161	0.8713713713713713	0.5573201831840707	0.5728012993836282	0.6088297704737969
CCR3	1232	ENSG00000183625	0.590418318380972	201	0.9049049049049049	0.8918905168940116	0.9166652534744006	0.8924178059376119
CCR4	1233	ENSG00000183813	0.0933653244314625	119	0.8163163163163163	0.7180586661479379	0.7380047402076028	0.7687704036136278
CCR5	1234	ENSG00000160791	0.842426455247236	1623	0.9961003122460584	0.504998084844282	0.5190258094232898	0.5346448743501463
CCR6	1235	ENSG00000112486	0.709576465679115	204	0.9069069069069069	0.8239589765209392	0.846846725868743	0.8477809997221385
CCR7	1236	ENSG00000126353	0.980153348633424	314	0.9503891243021678	0.6389619446681745	0.6567108875756237	0.6988313193236844
CCR8	1237	ENSG00000179934	0.136553306905904	68	0.6616616616616617	0.9189075857253618	0.944432796439955	0.9099041122239313
ACKR2	1238	ENSG00000144648	0.118871270602963	65	0.6461461461461462	0.525849460587198	0.5404563900479534	0.5665636802077713
CMKLR1	1240	ENSG00000174600	0.639630711454204	82	0.7202202202202201	0.4878824175440879	0.5014347069203126	0.5064207610085133
LTB4R	1241	ENSG00000213903	0.688138952639266	79	0.7087087087087087	0.6565584675049112	0.6747962027133809	0.7143503333095036
ABCC2	1244	ENSG00000023839	0.754172751929898	353	0.9582082082082082	0.8960384199145897	0.9209283760233282	0.8943206043853431
CNGB1	1258	ENSG00000070729	0.556149593156687	41	0.47947947947947944	0.9684041642612744	0.9953042799351984	0.9634969028908964
CNGA1	1259	ENSG00000198515	0.490298351762988	28	0.3408408408408409	0.9270163612149253	0.9527668156931176	0.9160651988310023
CNGA3	1261	ENSG00000144191	0.360525766743167	73	0.6851851851851851	0.8190714625744069	0.8418234476459181	0.8446484782024273
CNGA4	1262	ENSG00000132259	0.261083872313791	9	0.05655655655655655	0.6013272267753225	0.6180307608524147	0.659346023957961
PLK3	1263	ENSG00000173846	0.771750469434592	71	0.6761761761761762	0.3227006988837331	0.331664607186059	0.14201450601556737
CNN1	1264	ENSG00000130176	0.94366784894638	49	0.5445445445445445	0.7660145888059645	0.7872927718283523	0.8091176430339543
CNN2	1265	ENSG00000064666	0.555393281869393	66	0.6506506506506506	0.4868326045908442	0.5003557324961454	0.50504243391501
CNN3	1266	ENSG00000117519	0.918109743375756	76	0.6971971971971972	0.2599710081783107	0.2671924250721526	0.057788843391995
CNP	1267	ENSG00000173786	0.498774254120593	141	0.8484583484583486	0.7440576640287205	0.7647259324739627	0.7901990303038378
CNR1	1268	ENSG00000118432	0.96651366576257	508	0.9751907247052879	0.4778394400120436	0.4911127577901558	0.48823876769623736
CNR2	1269	ENSG00000188822	0.134779887335698	255	0.933933933933934	0.9505909414360224	0.9769962453648006	0.9376229867789021
CNTFR	1271	ENSG00000122756	0.165762570415189	54	0.5780780780780781	0.5898150867697037	0.6061988391799732	0.6459119253880258
CNTN1	1272	ENSG00000018236	0.947631963279783	83	0.7237237237237237	0.6468134266620545	0.664780466291556	0.7062947251660975
COL1A1	1277	ENSG00000108821	0.998800333820154	826	0.987859538086369	0.6458733717350679	0.6638142987277086	0.7056603945504941
COL1A2	1278	ENSG00000164692	0.996740037554767	387	0.9633204633204634	0.5876399895918494	0.6039633226360673	0.6435424040799184
COL2A1	1280	ENSG00000139219	0.859534738159816	365	0.9596262929596263	0.881893359841274	0.9063903976146428	0.8855310951878488
COL3A1	1281	ENSG00000168542	0.997287711245566	290	0.9446112779446113	0.6032198465758092	0.6199759534251371	0.6623353688980104
COL4A1	1282	ENSG00000187498	0.98080534112247	249	0.9311682816837457	0.5555102348487403	0.5709410747056497	0.6067699306096771
COL4A2	1284	ENSG00000134871	0.981535572710202	142	0.8491140146769287	0.5466376673147084	0.5618220469623392	0.5960440520612781
COL4A3	1285	ENSG00000169031	0.968808679324014	172	0.8823823823823824	0.7227011732437754	0.7427762058338802	0.7736336903396023
